iter	Logloss
197	0.2180728955
198	0.2178564136
199	0.2176447768
200	0.2174147295
201	0.2172961405
202	0.2169680478
203	0.2166710796
204	0.2164777468
205	0.2163087491
206	0.2160930229
207	0.2159776855
208	0.2157924168
209	0.2155794097
210	0.2154418837
211	0.2151375692
212	0.2150184086
213	0.214933621
214	0.2147931625
215	0.2146492015
216	0.214519519
217	0.2142863608
218	0.2141971096
219	0.2140680671
220	0.2138488665
221	0.2134723393
222	0.2132572085
223	0.213129119
224	0.2130152043
225	0.2128861056
226	0.2128085309
227	0.2126198003
228	0.2125175163
229	0.2124442594
230	0.2123091134
231	0.2120276211
232	0.2118901752
233	0.2117063743
234	0.2115798373
235	0.2113784278
236	0.2111401362
237	0.2109757193
238	0.2108726682
239	0.2107082145
240	0.2105523728
241	0.2103857929
242	0.2101103631
243	0.2098550107
244	0.2097837692
245	0.2095904773
246	0.2094495857
247	0.2092576236
248	0.2091053053
249	0.2089027309
250	0.2088076187
251	0.2085483784
252	0.208358081
253	0.2082096796
254	0.2081260928
255	0.2080237692
256	0.2078814845
257	0.2077343402
258	0.2074979331
259	0.2072402921
260	0.2070736196
261	0.2069744566
262	0.2068840496
263	0.2067842328
264	0.2066712224
265	0.2064683804
266	0.2063071617
267	0.2061210793
268	0.205947515
269	0.2058437472
270	0.2055933074
271	0.2053864204
272	0.2052863146
273	0.2052230924
274	0.2051104462
275	0.2050152097
276	0.2048526106
277	0.204768308
278	0.2045259708
279	0.204477473
280	0.2043726652
281	0.2043208304
282	0.2042156638
283	0.2041487825
284	0.2040195665
285	0.2037887139
286	0.203717139
287	0.203522769
288	0.2034493511
289	0.2033544559
290	0.2032386946
291	0.2031417684
292	0.2028699652
293	0.2027369264
294	0.202665177
295	0.2025964728
296	0.2024543129
297	0.2023132505
298	0.2021768841
299	0.2019822983
300	0.2019135472
301	0.2018413109
302	0.2017842263
303	0.2017112283
304	0.2015610583
305	0.2013510041
306	0.2012114569
307	0.200980018
308	0.2008567742
309	0.2007103135
310	0.2005621496
311	0.2004975049
312	0.2003905489
313	0.2002445607
314	0.2001484083
315	0.2000614613
316	0.2000080654
317	0.1998607144
318	0.1997621614
319	0.1995957596
320	0.1994577502
321	0.1993434963
322	0.1991554905
323	0.1990115284
324	0.1988164186
325	0.1986381412
326	0.1985412222
327	0.1984854623
328	0.1983596679
329	0.198213737
330	0.1980111357
331	0.197962965
332	0.1977628522
333	0.1976779607
334	0.1975575506
335	0.1974745829
336	0.1973883533
337	0.1973560437
338	0.197201542
339	0.1971207602
340	0.1971057339
341	0.1969714735
342	0.1968008889
343	0.1966748805
344	0.196520143
345	0.1962911681
346	0.1961702715
347	0.1960858377
348	0.1960086101
349	0.1959540457
350	0.1958741993
351	0.195741681
352	0.1955302381
353	0.1954448422
354	0.1953556677
355	0.1951718025
356	0.19505283
357	0.19498094
358	0.1948473952
359	0.1947386717
360	0.1946433164
361	0.1946052284
362	0.1944921999
363	0.1944134678
364	0.1942998428
365	0.1941996214
366	0.1941001906
367	0.1940201823
368	0.1938348762
369	0.193750802
370	0.1935022324
371	0.1933339988
372	0.1932506018
373	0.1930026516
374	0.1929251516
375	0.1928002253
376	0.1927479763
377	0.1927307237
378	0.1926510629
379	0.1924780716
380	0.1921923166
381	0.1920356774
382	0.1919241819
383	0.1917670454
384	0.1916970102
385	0.1914756902
386	0.19135687
387	0.1913036356
388	0.1912341545
389	0.1910594685
390	0.1910029171
391	0.1908806474
392	0.1907478378
393	0.1906701845
394	0.1905485052
395	0.190445144
396	0.1903695618
397	0.1903143908
398	0.1901902157
399	0.1901397929
400	0.1900982046
401	0.1899828101
402	0.1899090948
403	0.1897879718
404	0.1897156858
405	0.1895703004
406	0.1894440862
407	0.1893482169
408	0.1892864904
409	0.1891456232
410	0.189046718
411	0.188940616
412	0.1888002562
413	0.1887462321
414	0.1886218967
415	0.1885513181
416	0.1884762533
417	0.1884021317
418	0.1882864907
419	0.1882360834
420	0.1881221188
421	0.1879956661
422	0.1879126532
423	0.1877894536
424	0.1876666877
425	0.1875285027
426	0.1874030891
427	0.1873437029
428	0.1872035679
429	0.187007556
430	0.1869212406
431	0.1867759841
432	0.186694587
433	0.1865742437
434	0.1864556905
435	0.186391028
436	0.1862744759
437	0.1861946632
438	0.186123664
439	0.1860347238
440	0.1859734655
441	0.1859431087
442	0.1857962897
443	0.1857532869
444	0.1856753061
445	0.1854421404
446	0.1853172702
447	0.185243895
448	0.1851250996
449	0.1850188493
450	0.1849141999
451	0.1847345835
452	0.1845883634
453	0.1844911394
454	0.184404731
455	0.18428374
456	0.184185493
457	0.1840767211
458	0.1840059153
459	0.1839299365
460	0.1838514817
461	0.1837696005
462	0.1836791532
463	0.1835940548
464	0.1834864846
465	0.183401381
466	0.1832587855
467	0.1831583977
468	0.1831336725
469	0.18310133
470	0.1830237418
471	0.1829614728
472	0.1828427291
473	0.1827493039
474	0.1826993907
475	0.182589775
476	0.1825024484
477	0.1824640972
478	0.1823088245
479	0.1822109643
480	0.1821078909
481	0.1820345495
482	0.1819298195
483	0.1818421502
484	0.1817592579
485	0.1816463246
486	0.18160383
487	0.1814665196
488	0.1812929619
489	0.1811882867
490	0.1810883686
491	0.1809962726
492	0.1809307757
493	0.1808422918
494	0.1807891552
495	0.1806802927
496	0.1805624381
497	0.1804906527
498	0.1803951938
499	0.1803669446
500	0.1802236638
501	0.1801510058
502	0.1800614962
503	0.1799524373
504	0.1798593596
505	0.179674217
506	0.1795052603
507	0.1794316528
508	0.179382324
509	0.1792581774
510	0.1792150534
511	0.1791471803
512	0.179084132
513	0.1790292443
514	0.1788087983
515	0.1787255746
516	0.1786504029
517	0.1786149071
518	0.1785212882
519	0.1783666854
520	0.178253507
521	0.1781724657
522	0.1780808718
523	0.1780102186
524	0.1779433421
525	0.1778994968
526	0.1777808197
527	0.1775961756
528	0.1775390159
529	0.1773740745
530	0.1772241572
531	0.1771419446
532	0.1770455488
533	0.1769696478
534	0.1768256668
535	0.176715399
536	0.176644659
537	0.1765971191
538	0.1765485825
539	0.1764753744
540	0.1764223272
541	0.1763370062
542	0.176150648
543	0.1760408045
544	0.1759643269
545	0.1758159118
546	0.1757615568
547	0.1756255935
548	0.1755536323
549	0.1755311286
550	0.1754344321
551	0.175374569
552	0.1753132206
553	0.1752360015
554	0.1751621904
555	0.1750499287
556	0.1749715126
557	0.1748994095
558	0.1748050769
559	0.1747058433
560	0.1745619609
561	0.174471566
562	0.1743468451
563	0.1742465303
564	0.174045108
565	0.1739922128
566	0.1738829619
567	0.1738492178
568	0.1737714738
569	0.1736331887
570	0.1735555118
571	0.17349655
572	0.1734690288
573	0.1734131236
574	0.1733434086
575	0.17326727
576	0.1731357984
577	0.1730205123
578	0.1728893245
579	0.1728023413
580	0.1727025213
581	0.1725929846
582	0.1725125827
583	0.1724229106
584	0.1723701643
585	0.1723109907
586	0.1722427695
587	0.1721544567
588	0.1720429371
589	0.1719543975
590	0.1718469815
591	0.1718099594
592	0.1717234716
593	0.1716798159
594	0.1716111125
595	0.1715533941
596	0.1715137773
597	0.1714188222
598	0.1713584044
599	0.1712719365
600	0.1711302239
601	0.1710439537
602	0.1709613889
603	0.1708273513
604	0.1707134202
605	0.1705436716
606	0.1705084396
607	0.1704208367
608	0.1703483424
609	0.1702998233
610	0.1701727853
611	0.1700720998
612	0.1699801174
613	0.1698641473
614	0.1697662373
615	0.1696790213
616	0.1696246958
617	0.1695488051
618	0.1694842332
619	0.1694323565
620	0.169341771
621	0.1692704412
622	0.1691606729
623	0.1690558602
624	0.1689170538
625	0.1688320015
626	0.1687275783
627	0.1685951411
628	0.1685359116
629	0.1684492056
630	0.1683430252
631	0.1683022439
632	0.1682313095
633	0.168149283
634	0.1681034706
635	0.1679838868
636	0.1678995746
637	0.16779576
638	0.1676237982
639	0.1675036458
640	0.1674973449
641	0.1674173803
642	0.1673336136
643	0.167219012
644	0.1670823606
645	0.1669588815
646	0.1669216781
647	0.1667809521
648	0.166698873
649	0.1665758915
650	0.166417602
651	0.1663400914
652	0.1662814172
653	0.1661572702
654	0.1660667702
655	0.1659540483
656	0.1658845101
657	0.1657757965
658	0.1656872201
659	0.1655359764
660	0.1654177716
661	0.16525294
662	0.1651727974
663	0.1650218659
664	0.164947262
665	0.1648954691
666	0.164795963
667	0.164719999
668	0.1646054236
669	0.1644592009
670	0.1643508592
671	0.1641866405
672	0.1640757647
673	0.1640278688
674	0.1639198048
675	0.1637824812
676	0.1636744206
677	0.1635767077
678	0.1634459359
679	0.1632928345
680	0.1632156655
681	0.1630341426
682	0.1628724061
683	0.1627486853
684	0.1626161668
685	0.1625279777
686	0.1624566775
687	0.1623645671
688	0.1622362835
689	0.1621459173
690	0.1619780127
691	0.1618535384
692	0.1617064913
693	0.1615782261
694	0.1614316026
695	0.1612587429
696	0.1611634306
697	0.1609870099
698	0.1608151976
699	0.1607309916
700	0.160554189
701	0.1604323585
702	0.1602816129
703	0.1601365689
704	0.1600597931
705	0.1599926331
706	0.1598668492
707	0.1597263547
708	0.159573886
709	0.1594634026
710	0.1593442995
711	0.1592334418
712	0.1590447087
713	0.1589548488
714	0.1589242719
715	0.1587920798
716	0.1586603216
717	0.158606588
718	0.1585681648
719	0.1583802733
720	0.1582471049
721	0.158102715
722	0.157965254
723	0.1578932146
724	0.1577910224
725	0.1576937458
726	0.1576154172
727	0.1574681767
728	0.1574184518
729	0.1573067747
730	0.1572644047
731	0.1572216446
732	0.1570932564
733	0.1570276628
734	0.1568695167
735	0.1567790781
736	0.1566713864
737	0.1566018656
738	0.1564409387
739	0.156340492
740	0.1562565277
741	0.1561511026
742	0.1560395803
743	0.1559230282
744	0.1557517247
745	0.1556516773
746	0.1555724412
747	0.15552244
748	0.1553542464
749	0.1551645319
750	0.1550355221
751	0.1548935409
752	0.1547784049
753	0.1546910214
754	0.1545971307
755	0.1544812585
756	0.1543270841
757	0.1542148585
758	0.1540996779
759	0.1540397773
760	0.1539701036
761	0.1538753375
762	0.1537614423
763	0.1536554151
764	0.1535019016
765	0.1534075125
766	0.1532957333
767	0.1531282089
768	0.1530534605
769	0.1529749923
770	0.1528655081
771	0.152751356
772	0.1526704994
773	0.1525285065
774	0.1523511545
775	0.1523005197
776	0.1521577761
777	0.152082126
778	0.1520129493
779	0.1518802877
780	0.1518136438
781	0.151662078
782	0.1515749358
783	0.1515372139
784	0.1514454482
785	0.1513423179
786	0.1512790891
787	0.1511973371
788	0.1510971331
789	0.1509863456
790	0.1508463504
791	0.1507535397
792	0.1506837017
793	0.1505246262
794	0.1503708612
795	0.1502666012
796	0.150147694
797	0.1500154016
798	0.1499645649
799	0.1498852233
800	0.1497763111
801	0.1497020099
802	0.1495577417
803	0.1494268966
804	0.1493574271
805	0.1492839548
806	0.1491988312
807	0.1491032239
808	0.1489770661
809	0.1488752258
810	0.1487764848
811	0.1486809635
812	0.1486108262
813	0.14850135
814	0.1484336828
815	0.1483249104
816	0.1481916556
817	0.148114921
818	0.1480247099
819	0.1479311459
820	0.147808794
821	0.147749227
822	0.1476757622
823	0.1475905787
824	0.1474876363
825	0.1473589087
826	0.1472986148
827	0.1471740979
828	0.1470789954
829	0.1469728367
830	0.1468138193
831	0.1467470827
832	0.1467018479
833	0.1465863475
834	0.1465178515
835	0.1464754547
836	0.1463821133
837	0.1462338483
838	0.1461243941
839	0.1460413519
840	0.1459599873
841	0.1458734096
842	0.1458124065
843	0.145708992
844	0.1456351471
845	0.1455710814
846	0.14553175
847	0.1454548364
848	0.1454005453
849	0.1453328289
850	0.1452803203
851	0.1452212435
852	0.1450833169
853	0.145006162
854	0.1449528056
855	0.1448959559
856	0.1448058796
857	0.1447314675
858	0.1446335071
859	0.1445296937
860	0.1443883358
861	0.1442945351
862	0.1441715382
863	0.1440540193
864	0.1439129803
865	0.1438574738
866	0.1437810785
867	0.1437135548
868	0.1435684252
869	0.1434733997
870	0.1433342132
871	0.1432214042
872	0.1431070054
873	0.1430108932
874	0.1428719376
875	0.1427687897
876	0.1426484122
877	0.1425514717
878	0.1424691415
879	0.1423456496
880	0.1422757669
881	0.1421681169
882	0.1420891642
883	0.1419513968
884	0.1418850311
885	0.1418236992
886	0.1417073691
887	0.1416031472
888	0.1415189055
889	0.1414321859
890	0.1413577627
891	0.1412884025
892	0.1412039578
893	0.1411491832
894	0.1410968796
895	0.1410263325
896	0.1409756288
897	0.1409280712
898	0.1408583107
899	0.1407562083
900	0.140663877
901	0.1406157495
902	0.1405332068
903	0.1404641091
904	0.140414269
905	0.1403268588
906	0.1402535844
907	0.1401551707
908	0.1400511036
909	0.1399539128
910	0.1398891535
911	0.1398326185
912	0.1397410494
913	0.1396961774
914	0.1396432989
915	0.1395331286
916	0.1394629541
917	0.1394020423
918	0.1393539807
919	0.139286347
920	0.1392105746
921	0.1390685572
922	0.1389801835
923	0.1388907772
924	0.1387785183
925	0.1386988459
926	0.1386241457
927	0.1385574304
928	0.1385142994
929	0.1384338244
930	0.1383255951
931	0.1382152706
932	0.1381260737
933	0.1380532155
934	0.1379649594
935	0.1378541839
936	0.1378124789
937	0.1376932707
938	0.1375864973
939	0.1375160767
940	0.1374260679
941	0.1373639457
942	0.1373202425
943	0.1372564896
944	0.1371612073
945	0.1371114803
946	0.1370079464
947	0.1369217933
948	0.1368753848
949	0.136796026
950	0.1367331331
951	0.1366480387
952	0.136567137
953	0.1364739972
954	0.1364118701
955	0.1363029799
956	0.1362023356
957	0.1361369714
958	0.1360402639
959	0.1359394825
960	0.1358267136
961	0.1357324687
962	0.1356651254
963	0.135607343
964	0.1354903059
965	0.1354128993
966	0.1353389021
967	0.1352846881
968	0.135206878
969	0.1351028857
970	0.1350312862
971	0.1349369606
972	0.1348868577
973	0.1348033933
974	0.1347084399
975	0.1346553858
976	0.1345667334
977	0.134488399
978	0.1343828594
979	0.1343367782
980	0.1343015789
981	0.1342092916
982	0.1341784147
983	0.1341087146
984	0.1340503021
985	0.1339598412
986	0.1338545224
987	0.1337587265
988	0.1336396376
989	0.1335552478
990	0.1334793453
991	0.13335673
992	0.133300613
993	0.1331804949
994	0.1330724748
995	0.1329241173
996	0.1328507002
997	0.132794049
998	0.1327231194
999	0.1326234196
1000	0.1325551971
1001	0.1324848467
1002	0.1324216975
1003	0.1323514344
1004	0.1322844492
1005	0.1322274695
1006	0.1321702805
1007	0.1320299807
1008	0.1319613253
1009	0.131896127
1010	0.1318487803
1011	0.1317356648
1012	0.1316723552
1013	0.1315946677
1014	0.1315409002
1015	0.1314939061
1016	0.1314546573
1017	0.1313818472
1018	0.13131083
1019	0.1312328054
1020	0.1311394642
1021	0.1310606031
1022	0.1309000103
1023	0.130800908
1024	0.1307222571
1025	0.1306402076
1026	0.1305756379
1027	0.1305283817
1028	0.1304325061
1029	0.1303930164
1030	0.130345104
1031	0.1302299809
1032	0.1301621411
1033	0.1300148263
1034	0.1299767187
1035	0.1299127496
1036	0.1298090363
1037	0.1297722538
1038	0.1296913748
1039	0.129619715
1040	0.1295220131
1041	0.1294459363
1042	0.1293895448
1043	0.1293522877
1044	0.1293149924
1045	0.1292116939
1046	0.1291341613
1047	0.1290655998
1048	0.1290172094
1049	0.1289815963
1050	0.1289444396
1051	0.1288839709
1052	0.1287930036
1053	0.1287582636
1054	0.1286774928
1055	0.1286070391
1056	0.1285195205
1057	0.1284474322
1058	0.1283636659
1059	0.128296979
1060	0.1282039518
1061	0.128146546
1062	0.1280593474
1063	0.1279783056
1064	0.1278707775
1065	0.127817247
1066	0.1277667071
1067	0.1277032852
1068	0.1276528478
1069	0.127605134
1070	0.1275238257
1071	0.1274614782
1072	0.127412698
1073	0.1273439113
1074	0.1272513502
1075	0.1271879909
1076	0.1271169552
1077	0.1270666797
1078	0.1269665756
1079	0.1269057593
1080	0.1268368432
1081	0.1267926261
1082	0.1267087132
1083	0.1266364804
1084	0.1265638093
1085	0.126485294
1086	0.1263838802
1087	0.1263409143
1088	0.1262601897
1089	0.1261829758
1090	0.1261157064
1091	0.1260603434
1092	0.1259658555
1093	0.1258852954
1094	0.125808877
1095	0.1257124299
1096	0.1256347412
1097	0.1255668751
1098	0.1255047462
1099	0.1253938781
1100	0.1252682683
1101	0.1252233857
1102	0.1251183296
1103	0.1250348757
1104	0.1249724227
1105	0.1249070954
1106	0.124820174
1107	0.1247338545
1108	0.124659104
1109	0.1245943271
1110	0.1245206854
1111	0.1244361664
1112	0.1243849646
1113	0.1243065546
1114	0.1242343365
1115	0.1241527619
1116	0.124068158
1117	0.1239790185
1118	0.1239113605
1119	0.1238267972
1120	0.1237476032
1121	0.1236726607
1122	0.1236011454
1123	0.1235502965
1124	0.1234780789
1125	0.1234085723
1126	0.1233759543
1127	0.1233192527
1128	0.1232571537
1129	0.1231921514
1130	0.1231099829
1131	0.1230552422
1132	0.1229778545
1133	0.1228788296
1134	0.1228004065
1135	0.1227772192
1136	0.1227494851
1137	0.1226755075
1138	0.1225826945
1139	0.1225108167
1140	0.1224448752
1141	0.1223354857
1142	0.1222525445
1143	0.1221916167
1144	0.1221392481
1145	0.122117101
1146	0.122074486
1147	0.1219636878
1148	0.1219003326
1149	0.1218178903
1150	0.1217355127
1151	0.1216662929
1152	0.1215899811
1153	0.1215051554
1154	0.1213834707
1155	0.1213188316
1156	0.1212926086
1157	0.1212225014
1158	0.1211402731
1159	0.1210621282
1160	0.1210057111
1161	0.1209523792
1162	0.1208874462
1163	0.1208191441
1164	0.1207658949
1165	0.1207156253
1166	0.120653807
1167	0.1205461886
1168	0.1205019971
1169	0.120477247
1170	0.1203968098
1171	0.1203273746
1172	0.1202567564
1173	0.1201758267
1174	0.1200819778
1175	0.1200415963
1176	0.1199918786
1177	0.1198972107
1178	0.1198584411
1179	0.1198230475
1180	0.1197529481
1181	0.1197081802
1182	0.1196504763
1183	0.1195854598
1184	0.1194942808
1185	0.1194502479
1186	0.1194158896
1187	0.1193201965
1188	0.1192595878
1189	0.11916929
1190	0.1191104893
1191	0.1190683895
1192	0.1190094079
1193	0.118966826
1194	0.1189299671
1195	0.118869671
1196	0.1188123229
1197	0.118788988
1198	0.118730587
1199	0.1186944243
1200	0.1186428865
1201	0.118589462
1202	0.1185675737
1203	0.1185119766
1204	0.1184411152
1205	0.1183623819
1206	0.1183104203
1207	0.1182705085
1208	0.1182314249
1209	0.1181756653
1210	0.1181432382
1211	0.1181236459
1212	0.1180930205
1213	0.1180263327
1214	0.1179617518
1215	0.1179080644
1216	0.1178545596
1217	0.1178298317
1218	0.1177603075
1219	0.1176861532
1220	0.1176195151
1221	0.1175321225
1222	0.1174710549
1223	0.1174219235
1224	0.1173432502
1225	0.1172943185
1226	0.117214687
1227	0.1171429659
1228	0.1170655603
1229	0.1169957028
1230	0.116961848
1231	0.1169147659
1232	0.1168738602
1233	0.116823534
1234	0.1167408294
1235	0.1167044804
1236	0.1166854349
1237	0.1166461235
1238	0.1165936138
1239	0.1165369243
1240	0.1165172773
1241	0.1164697855
1242	0.1164339539
1243	0.1163904607
1244	0.1163560634
1245	0.1163254491
1246	0.1162508727
1247	0.116184782
1248	0.1161401949
1249	0.1160817212
1250	0.1159776487
1251	0.1159373188
1252	0.1158923824
1253	0.1158295774
1254	0.1157665948
1255	0.1156853155
1256	0.1156292447
1257	0.1155445015
1258	0.1154867786
1259	0.1154078657
1260	0.115358408
1261	0.1153074536
1262	0.1152448797
1263	0.1151972552
1264	0.1151378895
1265	0.1150899825
1266	0.1150322778
1267	0.1149784239
1268	0.1149361003
1269	0.1149019191
1270	0.114843793
1271	0.1148021947
1272	0.1147214113
1273	0.1146905282
1274	0.1146439193
1275	0.1146090654
1276	0.1145789572
1277	0.1145442288
1278	0.1145124406
1279	0.1144636768
1280	0.1144173303
1281	0.1143709914
1282	0.1143208666
1283	0.1142632042
1284	0.114193077
1285	0.1141044472
1286	0.1140219746
1287	0.113982013
1288	0.113928341
1289	0.1138568662
1290	0.1138165728
1291	0.1137459468
1292	0.1136690942
1293	0.1136179485
1294	0.1135647109
1295	0.1135123845
1296	0.1134418792
1297	0.1133857796
1298	0.1133444425
1299	0.1133067237
1300	0.1132626889
1301	0.1131923536
1302	0.1131407234
1303	0.1130882401
1304	0.1130080072
1305	0.1129226525
1306	0.1128439693
1307	0.1127466586
1308	0.1126688164
1309	0.1125954228
1310	0.1125335961
1311	0.1124422251
1312	0.1124027288
1313	0.1123710557
1314	0.1122920593
1315	0.1121994042
1316	0.112173226
1317	0.1121380934
1318	0.1121093924
1319	0.112062157
1320	0.1120198564
1321	0.1119511325
1322	0.111891557
1323	0.1118203813
1324	0.111726027
1325	0.111670666
1326	0.1115949532
1327	0.1115467165
1328	0.111476224
1329	0.1114144795
1330	0.1113288227
1331	0.1112609759
1332	0.1111934111
1333	0.1111137403
1334	0.111059914
1335	0.1110080235
1336	0.1109267432
1337	0.1108935841
1338	0.1108089659
1339	0.1107306774
1340	0.1106782938
1341	0.1105779412
1342	0.1105333848
1343	0.1104914807
1344	0.1104233168
1345	0.1103835058
1346	0.1103370616
1347	0.1103200173
1348	0.1102741217
1349	0.1102359722
1350	0.1101988456
1351	0.1101773632
1352	0.110160209
1353	0.1101066429
1354	0.1100306934
1355	0.1099849576
1356	0.1099138105
1357	0.1098401197
1358	0.1098037009
1359	0.109767236
1360	0.1096810179
1361	0.1096125095
1362	0.109560311
1363	0.1094660492
1364	0.1094250302
1365	0.1093612642
1366	0.1093264426
1367	0.1092841404
1368	0.1092482317
1369	0.1092075666
1370	0.1091788232
1371	0.1091247083
1372	0.1090676393
1373	0.1090192509
1374	0.10898157
1375	0.1089263292
1376	0.1088811838
1377	0.1088231404
1378	0.1087744393
1379	0.1087260878
1380	0.1086811678
1381	0.1086339488
1382	0.1085552541
1383	0.1085125394
1384	0.1084652209
1385	0.1084255182
1386	0.1083854315
1387	0.1083450236
1388	0.1082789018
1389	0.1082470592
1390	0.1081844272
1391	0.1081382783
1392	0.1080503154
1393	0.1079709964
1394	0.1079069967
1395	0.1078304756
1396	0.1078089639
1397	0.1077542913
1398	0.1077068936
1399	0.1076584464
1400	0.1076015334
1401	0.1075822244
1402	0.1075206506
1403	0.1074908761
1404	0.1074546707
1405	0.1074203182
1406	0.1073617352
1407	0.1073360162
1408	0.1072915823
1409	0.1072416364
1410	0.1071504964
1411	0.1070875923
1412	0.1070092994
1413	0.1069590035
1414	0.1069010951
1415	0.106840915
1416	0.1067931123
1417	0.1067458089
1418	0.1066932005
1419	0.1066286407
1420	0.1065842404
1421	0.1065316649
1422	0.1065021678
1423	0.1064639825
1424	0.1064137099
1425	0.1063664525
1426	0.1063219067
1427	0.1062584738
1428	0.1062033649
1429	0.1061651796
1430	0.106089836
1431	0.1060468815
1432	0.1059698875
1433	0.1058888689
1434	0.1057930638
1435	0.1057353072
1436	0.1056688216
1437	0.1056349415
1438	0.1055956566
1439	0.1055604551
1440	0.1055300739
1441	0.1054979527
1442	0.1054532369
1443	0.105399809
1444	0.1053383469
1445	0.1052718226
1446	0.1052209727
1447	0.1051713735
1448	0.105124557
1449	0.1050928646
1450	0.1050333369
1451	0.1049829951
1452	0.1049400134
1453	0.1048551016
1454	0.1048056082
1455	0.1047565392
1456	0.1046995636
1457	0.1046654332
1458	0.1046185683
1459	0.1045863449
1460	0.1045579881
1461	0.1045373817
1462	0.1045080925
1463	0.1044844931
1464	0.104434864
1465	0.1043581901
1466	0.1042831621
1467	0.1042152711
1468	0.1041860581
1469	0.1041554075
1470	0.1041306107
1471	0.1040868977
1472	0.1040427439
1473	0.1040078668
1474	0.1039829493
1475	0.1039382558
1476	0.1038924351
1477	0.1038543495
1478	0.1038102809
1479	0.1037692057
1480	0.1037286487
1481	0.1036854171
1482	0.1036374424
1483	0.103596561
1484	0.1035559029
1485	0.1035209999
1486	0.1034738509
1487	0.1034386784
1488	0.1034001708
1489	0.1033695746
1490	0.1033194975
1491	0.1032634848
1492	0.1031972686
1493	0.1031130324
1494	0.1030620577
1495	0.1030282494
1496	0.1029730661
1497	0.1029323397
1498	0.1028747755
1499	0.1028149914
